Iconografia;Tema
scenografia;Societa_civilizzazione_cultura
dietro al palcoscenico;Societa_civilizzazione_cultura
set, scenario ~ palcoscenico;Societa_civilizzazione_cultura
fondale teatrale;Societa_civilizzazione_cultura
luci ~ palcoscenico;Societa_civilizzazione_cultura
sipario ~ palcoscenico;Societa_civilizzazione_cultura
camerino ~ palcoscenico;Societa_civilizzazione_cultura
persone che lavorano sul palcoscenico;Societa_civilizzazione_cultura
regista, produttore ~ palcoscenico;Societa_civilizzazione_cultura
coreografo;Societa_civilizzazione_cultura
suggeritore;Societa_civilizzazione_cultura
macchinista;Societa_civilizzazione_cultura
interprete, artista (teat.) (situazioni non lavorative);Societa_civilizzazione_cultura
ritratto di artista ~ palcoscenico;Societa_civilizzazione_cultura
ritratto di ballerino;Societa_civilizzazione_cultura
ritratto di attore, attrice;Societa_civilizzazione_cultura
ritratto di cantante d'opera;Societa_civilizzazione_cultura
ritratto di artista da cabaret;Societa_civilizzazione_cultura
ritratto di attore, di attrice cinematografica;Societa_civilizzazione_cultura
artista in altre situazioni non lavorative;Societa_civilizzazione_cultura
ballerino (situazioni non lavorative);Societa_civilizzazione_cultura
attore, attrice (situazioni non lavorative);Societa_civilizzazione_cultura
cantante d'opera (situazioni non lavorative);Societa_civilizzazione_cultura
artista da cabaret (situazioni non lavorative);Societa_civilizzazione_cultura
attore cinematografico, attrice cinematografica (situazioni non lavorative;Societa_civilizzazione_cultura
danza, balletto, rappresentazione coreografica;Societa_civilizzazione_cultura
allenamenti, esercitazione ~ balletto;Societa_civilizzazione_cultura
"corpo di ballo; ballerini sulla scena";Societa_civilizzazione_cultura
ballerino (arti del palcoscenico);Societa_civilizzazione_cultura
ballerina (arti del palcoscenico);Societa_civilizzazione_cultura
passi di danza, posizioni;Societa_civilizzazione_cultura
costume da ballo, abbigliamento da danza;Societa_civilizzazione_cultura
teatro, rappresentazione teatrale;Societa_civilizzazione_cultura
prova teatrale, studio della parte ~ teatro;Societa_civilizzazione_cultura
"gruppo di attori, troupe; attori sulla scena";Societa_civilizzazione_cultura
attore (sulla scena);Societa_civilizzazione_cultura
interpretazione di un personaggio femminile di un'attore;Societa_civilizzazione_cultura
attrice (sulla scena);Societa_civilizzazione_cultura
interpretazione di un personaggio maschile di un'attrice;Societa_civilizzazione_cultura
troupe (attori) 'en route';Societa_civilizzazione_cultura
troupe che fa il suo ingresso in città, annuncio della rappresentazione;Societa_civilizzazione_cultura
costume di scena;Societa_civilizzazione_cultura
generi teatrali;Societa_civilizzazione_cultura
dramma religioso;Societa_civilizzazione_cultura
moralità (rappresentazione drammatica allegorica);Societa_civilizzazione_cultura
dramma retorico;Societa_civilizzazione_cultura
commedia dell'arte;Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte;Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte (col NOME);Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte: Colombina;Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte: Arlecchino;Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte: Pantalone;Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte: Pierrot;Societa_civilizzazione_cultura
caratteri, personaggi nella commedia dell'arte: Pulcinella;Societa_civilizzazione_cultura
pantonima, mimo, masque;Societa_civilizzazione_cultura
'tableau vivant';Societa_civilizzazione_cultura
tragedia;Societa_civilizzazione_cultura
'Tragedia' (Ripa);Societa_civilizzazione_cultura
commedia;Societa_civilizzazione_cultura
'Comedia', 'Comedia vecchia' (Ripa);Societa_civilizzazione_cultura
opera satirica, farsa;Societa_civilizzazione_cultura
altri generi teatrali;Societa_civilizzazione_cultura
teatro totale, multimediale;Societa_civilizzazione_cultura
happening ~ palcoscenico;Societa_civilizzazione_cultura
spettacolo di burattini e marionette;Societa_civilizzazione_cultura
burattino;Societa_civilizzazione_cultura
Punch and Judy;Societa_civilizzazione_cultura
marionetta;Societa_civilizzazione_cultura
ombre cinesi;Societa_civilizzazione_cultura
dramma musicale, rappresentazione di un dramma musicale;Societa_civilizzazione_cultura
prova, studio della parte ~ dramma musicale;Societa_civilizzazione_cultura
opera;Societa_civilizzazione_cultura
cantante lirico (maschile);Societa_civilizzazione_cultura
cantante lirica (femminile);Societa_civilizzazione_cultura
operetta, commedia musicale, 'Singspiel';Societa_civilizzazione_cultura
cabaret;Societa_civilizzazione_cultura
artista di cabaret;Societa_civilizzazione_cultura
vaudeville, spettacolo di varietà;Societa_civilizzazione_cultura
spogliarello;Societa_civilizzazione_cultura
rappresentazione, spettacolo cinematografico;Societa_civilizzazione_cultura
attori sullo schermo;Societa_civilizzazione_cultura
attore cinematografico (sullo schermo);Societa_civilizzazione_cultura
attrice cinematografica (sullo schermo);Societa_civilizzazione_cultura
critico cinematografico;Societa_civilizzazione_cultura
generi ~ cinematografia;Societa_civilizzazione_cultura
lungometraggio;Societa_civilizzazione_cultura
documentario sulla natura;Societa_civilizzazione_cultura
documentario;Societa_civilizzazione_cultura
cartoni animati;Societa_civilizzazione_cultura
letteratura ~ arti;Societa_civilizzazione_cultura
"'litterae', rappresentazioni simboliche, allegorie ed emblemi ~ letteratura; 'Lettere' (Ripa)";Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ poesia; vedi 'Poesia' (Ripa)";Societa_civilizzazione_cultura
rappresentazioni simboliche, allegorie ed emblemi ~ epica, alla poesia narrativa;Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ poesia eroica; 'Poema heroico' (Ripa)";Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ poesia lirica; 'Poema lirico' (Ripa)";Societa_civilizzazione_cultura
rappresentazioni simboliche, allegorie, emblemi ~ poesia d'amore;Societa_civilizzazione_cultura
rappresentazioni simboliche, allegorie ed emblemi ~ elegia;Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ poesia satirica; 'Poema satirico' (Ripa)";Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ poesia idillica; 'Poema pastorale' (Ripa)";Societa_civilizzazione_cultura
rappresentazioni simboliche, allegorie ed emblemi ~ prosa;Societa_civilizzazione_cultura
rappresentazioni simboliche, allegorie ed emblemi ~ epica, prosa narrativa;Societa_civilizzazione_cultura
scrittore, poeta, autore;Societa_civilizzazione_cultura
"ispirazione del poeta; 'Furore poetico' (Ripa)";Societa_civilizzazione_cultura
il poeta e la sua musa;Societa_civilizzazione_cultura
autore, poeta mentre scrive;Societa_civilizzazione_cultura
autografo ~ autore, al poeta;Societa_civilizzazione_cultura
autore, poeta mentre detta;Societa_civilizzazione_cultura
poeta maledetto, 'poète maudit';Societa_civilizzazione_cultura
autore che legge il suo lavoro;Societa_civilizzazione_cultura
autore che distrugge il suo lavoro;Societa_civilizzazione_cultura
scrittore in situazione non lavorativa;Societa_civilizzazione_cultura
la Fama ~ scrittore, 'poeta laureato';Societa_civilizzazione_cultura
ritratto di scrittore;Societa_civilizzazione_cultura
scultore all'opera, nel suo studio - CC - all'esterno;Societa_civilizzazione_cultura
realizzazione di un modello, di un bozzetto ~ scultore - CC - all'esterno;Societa_civilizzazione_cultura
realizzazione di un getto, fusione ~ scultore - CC - all'esterno;Societa_civilizzazione_cultura
studio di resti classici ~ scultore - CC - all'esterno;Societa_civilizzazione_cultura
pittore all'opera, nel suo studio - CC - all'esterno;Societa_civilizzazione_cultura
ispirazione del pittore - CC - all'esterno;Societa_civilizzazione_cultura
il pittore e la sua musa - CC - all'esterno;Societa_civilizzazione_cultura
pittore che suona, pittore con strumenti musicali - CC - all'esterno;Societa_civilizzazione_cultura
bottega, studio ~ pittore - CC - all'esterno;Societa_civilizzazione_cultura
caratteristiche e strumenti dello studio ~ pittore - CC - all'esterno;Societa_civilizzazione_cultura
situazioni lavorative ~ pittore - CC - all'esterno;Societa_civilizzazione_cultura
realizzazione di disegni preliminari, di schizzi ~ pittore - CC - all'esterno;Societa_civilizzazione_cultura
studio delle vestigia classiche ~ pittore - CC - all'esterno;Societa_civilizzazione_cultura
pittore all'opera con un modello (dal vero) - CC - all'esterno;Societa_civilizzazione_cultura
pittore con un modello vestito - CC - all'esterno;Societa_civilizzazione_cultura
pittore con un modello nudo - CC - all'esterno;Societa_civilizzazione_cultura
modello/a, colui (o colei) che posa ~ pittura - CC - all'esterno;Societa_civilizzazione_cultura
pittore che prepara dei colori - CC - all'esterno;Societa_civilizzazione_cultura
pittore che istruisce allievi - CC - all'esterno;Societa_civilizzazione_cultura
pittore all'opera con collaboratori o allievi - CC - all'esterno;Societa_civilizzazione_cultura
pittore che distrugge la sua opera - CC - all'esterno;Societa_civilizzazione_cultura
disegnatore all'opera - CC - all'esterno;Societa_civilizzazione_cultura
studio di vestigia classiche ~ disegnatore - CC - all'esterno;Societa_civilizzazione_cultura
lezione di disegno - CC - all'esterno;Societa_civilizzazione_cultura
fotografo all'opera - CC - all'esterno;Societa_civilizzazione_cultura
studio fotografico - CC - all'esterno;Societa_civilizzazione_cultura
caratteristiche e strumenti dello studio fotografico - CC - all'esterno;Societa_civilizzazione_cultura
fare fotografie, fotografare - CC - all'esterno;Societa_civilizzazione_cultura
fare fotografie a un modello/a, colui (colei) che posa - CC - all'esterno;Societa_civilizzazione_cultura
camera oscura - CC - all'esterno;Societa_civilizzazione_cultura
processo fotografico - CC - all'esterno;Societa_civilizzazione_cultura
sviluppo ~ pellicola - CC - all'esterno;Societa_civilizzazione_cultura
stampa ~ pellicola - CC - all'esterno;Societa_civilizzazione_cultura
operatore cinematografico all'opera - CC - all'esterno;Societa_civilizzazione_cultura
studio cinematografico - CC - all'esterno;Societa_civilizzazione_cultura
filmare - CC - all'esterno;Societa_civilizzazione_cultura
fare un lungometraggio - CC - all'esterno;Societa_civilizzazione_cultura
fare un cartone animato - CC - all'esterno;Societa_civilizzazione_cultura
montaggio, taglio ~ filmare - CC - all'esterno;Societa_civilizzazione_cultura
musica - CC - all'esterno;Societa_civilizzazione_cultura
"'Musica'; rappresentazioni simboliche, allegorie ed emblemi ~ musica; 'Musica' (Ripa) - CC - all'esterno";Societa_civilizzazione_cultura
origine della musica - CC - all'esterno;Societa_civilizzazione_cultura
potere magico della musica - CC - all'esterno;Societa_civilizzazione_cultura
compositore - CC - all'esterno;Societa_civilizzazione_cultura
compositore all'opera - CC - all'esterno;Societa_civilizzazione_cultura
ispirazione del compositore - CC - all'esterno;Societa_civilizzazione_cultura
il compositore e la sua musa - CC - all'esterno;Societa_civilizzazione_cultura
compositore in situazione non lavorativa - CC - all'esterno;Societa_civilizzazione_cultura
ritratto di compositore - CC - all'esterno;Societa_civilizzazione_cultura
musicista - CC - all'esterno;Societa_civilizzazione_cultura
musicista all'opera - CC - all'esterno;Societa_civilizzazione_cultura
ispirazione del musicista - CC - all'esterno;Societa_civilizzazione_cultura
il musicista e la sua musa - CC - all'esterno;Societa_civilizzazione_cultura
musicista che istruisce allievi, lezione di musica - CC - all'esterno;Societa_civilizzazione_cultura
musicista in situazione non lavorativa - CC - all'esterno;Societa_civilizzazione_cultura
ritratto di musicista - CC - all'esterno;Societa_civilizzazione_cultura
ritratto di musicista (col NOME della professione) - CC - all'esterno;Societa_civilizzazione_cultura
"strumenti musicali; gruppo di strumenti musicali - CC - all'esterno";Societa_civilizzazione_cultura
strumenti a corda (suonati con archetto) - CC - all'esterno;Societa_civilizzazione_cultura
violino, violetta - CC - all'esterno;Societa_civilizzazione_cultura
"viola, violoncello; contrabbasso - CC - all'esterno";Societa_civilizzazione_cultura
altri strumenti della categoria dei violini: viola antica, ribeca - CC - all'esterno;Societa_civilizzazione_cultura
ghironda - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a corda suonati con archetto - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a corda suonati con archetto (col NOME) - CC - all'esterno;Societa_civilizzazione_cultura
strumenti a corda (suonati a pizzico) - CC - all'esterno;Societa_civilizzazione_cultura
lira, cetra, salterio - CC - all'esterno;Societa_civilizzazione_cultura
arpa - CC - all'esterno;Societa_civilizzazione_cultura
liuto, e tipi particolari di liuto, p.es.: tiorba - CC - all'esterno;Societa_civilizzazione_cultura
cetra, mandolino, chitarra, balalaika - CC - all'esterno;Societa_civilizzazione_cultura
dulcimero, zither - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a corda (suonati a pizzico) - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a corda (suonati a pizzico) (col NOME) - CC - all'esterno;Societa_civilizzazione_cultura
strumenti a tastiera - CC - all'esterno;Societa_civilizzazione_cultura
spinetta, virginale - CC - all'esterno;Societa_civilizzazione_cultura
clavicembalo, arpicordo - CC - all'esterno;Societa_civilizzazione_cultura
pianoforte - CC - all'esterno;Societa_civilizzazione_cultura
pianoforte a coda - CC - all'esterno;Societa_civilizzazione_cultura
organo - CC - all'esterno;Societa_civilizzazione_cultura
organo da chiesa - CC - all'esterno;Societa_civilizzazione_cultura
fisarmonica - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a tastiera - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a tastiera col NOME) - CC - all'esterno;Societa_civilizzazione_cultura
strumenti a percussione - CC - all'esterno;Societa_civilizzazione_cultura
tamburo (strumenti musicali) - CC - all'esterno;Societa_civilizzazione_cultura
tamburello - CC - all'esterno;Societa_civilizzazione_cultura
nacchere, castagnette - CC - all'esterno;Societa_civilizzazione_cultura
carillon, campanelli - CC - all'esterno;Societa_civilizzazione_cultura
campana ~ strumenti musicali - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a percussione - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a percussione (col NOME) - CC - all'esterno;Societa_civilizzazione_cultura
strumenti a fiato - CC - all'esterno;Societa_civilizzazione_cultura
flauto, aulos, tibia - CC - all'esterno;Societa_civilizzazione_cultura
flauto a becco - CC - all'esterno;Societa_civilizzazione_cultura
clarinetto, fagotto, oboe, cennamella - CC - all'esterno;Societa_civilizzazione_cultura
flauto traverso - CC - all'esterno;Societa_civilizzazione_cultura
corno, tromba, cornetta, trombone, tuba - CC - all'esterno;Societa_civilizzazione_cultura
sassofono - CC - all'esterno;Societa_civilizzazione_cultura
siringa (mus.) - CC - all'esterno;Societa_civilizzazione_cultura
cornamusa, musette - CC - all'esterno;Societa_civilizzazione_cultura
armonica a bocca - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a fiato - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a fiato (col NOME) - CC - all'esterno;Societa_civilizzazione_cultura
altri strumenti a fiato: conchiglia - CC - all'esterno;Societa_civilizzazione_cultura
strumenti ~ musica popolare - CC - all'esterno;Societa_civilizzazione_cultura
strumenti improvvisati (utensili da cucina, ecc.) - CC - all'esterno;Societa_civilizzazione_cultura
accessori ~ musica: metronomo, leggio per musica, diapason, ecc. - CC - all'esterno;Societa_civilizzazione_cultura
notazione di musica - CC - all'esterno;Societa_civilizzazione_cultura
edizione a stampa della partitura musicale - CC - all'esterno;Societa_civilizzazione_cultura
manoscritto della partitura musicale - CC - all'esterno;Societa_civilizzazione_cultura
autografo ~ notazione di musica - CC - all'esterno;Societa_civilizzazione_cultura
teoria musicale - CC - all'esterno;Societa_civilizzazione_cultura
"suonare; musicista con strumento - CC - all'esterno";Societa_civilizzazione_cultura
singola persona con strumento musicale, non intenta a suonare - CC - all'esterno;Societa_civilizzazione_cultura
singola persona che accorda uno strumento - CC - all'esterno;Societa_civilizzazione_cultura
singola persona che accorda il liuto - CC - all'esterno;Societa_civilizzazione_cultura
persona con strumento musicale, in meditazione, in contemplazione - CC - all'esterno;Societa_civilizzazione_cultura
singola persona mentre suona uno strumento - CC - all'esterno;Societa_civilizzazione_cultura
singola persona mentre suona uno strumento a corda (suonato con archetto) - CC - all'esterno;Societa_civilizzazione_cultura
singola persona mentre suona uno strumento a corda (pizzicato) - CC - all'esterno;Societa_civilizzazione_cultura
singola persona mentre suona uno strumento a tastiera - CC - all'esterno;Societa_civilizzazione_cultura
singola persona mentre suona uno strumento a percussione - CC - all'esterno;Societa_civilizzazione_cultura
singola persona mentre suona uno strumento a fiato - CC - all'esterno;Societa_civilizzazione_cultura
"più di un musicista con uno strumento; orchestra; concerto - CC - concerto campestre";Societa_civilizzazione_cultura
complesso musicale, orchestra - CC - concerto campestre;Societa_civilizzazione_cultura
piccolo complesso musicale, orchestra da camera, jazz band - CC - concerto campestre;Societa_civilizzazione_cultura
assieme di musica strumentale e vocale - CC - all'esterno;Societa_civilizzazione_cultura
cantante che accompagna se stesso - CC - all'esterno;Societa_civilizzazione_cultura
menestrello, 'jongleur' - CC - all'esterno;Societa_civilizzazione_cultura
bardo, poeta lirico - CC - all'esterno;Societa_civilizzazione_cultura
musicista/i che accompagna un cantante/i - CC - all'esterno;Societa_civilizzazione_cultura
musica vocale, canto - CC - all'esterno;Societa_civilizzazione_cultura
cantante senza accompagnamento - CC - all'esterno;Societa_civilizzazione_cultura
cantante senza accompagnamento (di sesso maschile) - CC - all'esterno;Societa_civilizzazione_cultura
cantante senza accompagnamento (di sesso femminile) - CC - all'esterno;Societa_civilizzazione_cultura
coro - CC - all'esterno;Societa_civilizzazione_cultura
musica popolare, musica da strada - CC - all'esterno;Societa_civilizzazione_cultura
musica popolare strumentale - CC - all'esterno;Societa_civilizzazione_cultura
suonatore di ghironda - CC - all'esterno;Societa_civilizzazione_cultura
suonatore di organetto a cilindro - CC - all'esterno;Societa_civilizzazione_cultura
singola persona che suona diversi strumenti, orchestrina di una sola persona - CC - all'esterno;Societa_civilizzazione_cultura
banda musicale, orchestrina da strada - CC - all'esterno;Societa_civilizzazione_cultura
musica popolare vocale - CC - all'esterno;Societa_civilizzazione_cultura
cantore di ballate, autore di ballate - CC - all'esterno;Societa_civilizzazione_cultura
musica 'automatica' - CC - all'esterno;Societa_civilizzazione_cultura
scatola armonica - CC - all'esterno;Societa_civilizzazione_cultura
organetto, 'pierement' - CC - all'esterno;Societa_civilizzazione_cultura
"pianola; orchestion - CC - all'esterno";Societa_civilizzazione_cultura
direttore d'orchestra ~ musica - CC - all'esterno;Societa_civilizzazione_cultura
bacchetta ~ direttore d'orchestra - CC - all'esterno;Societa_civilizzazione_cultura
ascoltare la musica - CC - all'esterno;Societa_civilizzazione_cultura
allenamenti, esercitazione ~ balletto - CC - femminile;Societa_civilizzazione_cultura
costume da ballo, abbigliamento da danza - CC - femminile;Societa_civilizzazione_cultura
costume di scena - CC - femminile;Societa_civilizzazione_cultura
educazione, scienza ed istruzione;Societa_civilizzazione_cultura
educazione;Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ educazione; 'Ammaestramento', 'Dottrina', 'Educatione', 'Istitutione' (Ripa)";Societa_civilizzazione_cultura
studio e ricreazione;Societa_civilizzazione_cultura
studio e ricreazione considerati come i due principali aspetti dell'educazione;Societa_civilizzazione_cultura
educazione scolastica, insegnamento;Societa_civilizzazione_cultura
scuola materna;Societa_civilizzazione_cultura
"scuola elementare; classe, corso";Societa_civilizzazione_cultura
andare a scuola;Societa_civilizzazione_cultura
essere accompagnato a scuola, primo giorno di scuola;Societa_civilizzazione_cultura
ritornare a casa da scuola;Societa_civilizzazione_cultura
congedarsi dalla scuola, ultimo giorno di scuola;Societa_civilizzazione_cultura
insegnante ed allievo;Societa_civilizzazione_cultura
bambino che insegna all'insegnante, ai genitori o ad altri adulti;Societa_civilizzazione_cultura
punizione a scuola;Societa_civilizzazione_cultura
limitazione della libertà (a scuola): in piedi nell'angolo, sotto custodia, ecc.;Societa_civilizzazione_cultura
punizioni corporali a scuola: castigare, bacchettare, ecc.;Societa_civilizzazione_cultura
verga, bacchetta ~ punizione a scuola;Societa_civilizzazione_cultura
allievo che punisce insegnante;Societa_civilizzazione_cultura
mettere in fila ~ punizione a scuola;Societa_civilizzazione_cultura
istruzione scolastica superiore;Societa_civilizzazione_cultura
istruzione secondaria;Societa_civilizzazione_cultura
istruzione professionale, p.es.: istituto tecnico;Societa_civilizzazione_cultura
istruzione superiore, p.es.: magistero;Societa_civilizzazione_cultura
università;Societa_civilizzazione_cultura
"personificazione dell'università; 'Academia' (Ripa)";Societa_civilizzazione_cultura
organizzazione universitaria;Societa_civilizzazione_cultura
fondazione di una università;Societa_civilizzazione_cultura
commemorazione della fondazione di una università;Societa_civilizzazione_cultura
consiglio accademico, accademici di una università;Societa_civilizzazione_cultura
bidello;Societa_civilizzazione_cultura
mazza del bidello;Societa_civilizzazione_cultura
insegne, distintivi ~ università;Societa_civilizzazione_cultura
facoltà ~ università;Societa_civilizzazione_cultura
edificio universitario, college;Societa_civilizzazione_cultura
educazione universitaria;Societa_civilizzazione_cultura
lezione ~ università;Societa_civilizzazione_cultura
prolusione ~ università;Societa_civilizzazione_cultura
'magister cum discipulis';Societa_civilizzazione_cultura
xilografia-'Accipies', 'accipies tanti doctoris dogmata sacra';Societa_civilizzazione_cultura
lezioni pratiche, esercitazioni ~ università;Societa_civilizzazione_cultura
esame ~ università;Societa_civilizzazione_cultura
ricevere il titolo di dottore;Societa_civilizzazione_cultura
tesi di laurea;Societa_civilizzazione_cultura
diploma universitario;Societa_civilizzazione_cultura
laurea ad honorem;Societa_civilizzazione_cultura
professore;Societa_civilizzazione_cultura
gruppo di professori;Societa_civilizzazione_cultura
studente;Societa_civilizzazione_cultura
studente mentro studia ~ università;Societa_civilizzazione_cultura
studente mentro studia di notte;Societa_civilizzazione_cultura
vita dello studente;Societa_civilizzazione_cultura
abbigliamento studentesco;Societa_civilizzazione_cultura
stanza dello studente;Societa_civilizzazione_cultura
amore di studenti;Societa_civilizzazione_cultura
matricola ~ università;Societa_civilizzazione_cultura
immatricolazione;Societa_civilizzazione_cultura
vacanza studentesca;Societa_civilizzazione_cultura
studente espulso;Societa_civilizzazione_cultura
rivolta studentesca;Societa_civilizzazione_cultura
organizzazione studentesca;Societa_civilizzazione_cultura
circolo, gruppo (studenti);Societa_civilizzazione_cultura
confraternita (studenti);Societa_civilizzazione_cultura
iniziazione (studenti);Societa_civilizzazione_cultura
festa (studenti);Societa_civilizzazione_cultura
corteo studentesco;Societa_civilizzazione_cultura
studente itinerante, 'Bettelstudent';Societa_civilizzazione_cultura
professore - BB - professoressa;Societa_civilizzazione_cultura
gruppo di professori - BB - professoressa;Societa_civilizzazione_cultura
studente - BB - studentessa;Societa_civilizzazione_cultura
studente mentro studia ~ università - BB - studentessa;Societa_civilizzazione_cultura
studente mentro studia di notte - BB - studentessa;Societa_civilizzazione_cultura
vita dello studente - BB - studentessa;Societa_civilizzazione_cultura
abbigliamento studentesco - BB - studentessa;Societa_civilizzazione_cultura
stanza dello studente - BB - studentessa;Societa_civilizzazione_cultura
amore di studenti - BB - studentessa;Societa_civilizzazione_cultura
matricola ~ università - BB - studentessa;Societa_civilizzazione_cultura
immatricolazione - BB - studentessa;Societa_civilizzazione_cultura
vacanza studentesca - BB - studentessa;Societa_civilizzazione_cultura
studente espulso - BB - studentessa;Societa_civilizzazione_cultura
rivolta studentesca - BB - studentessa;Societa_civilizzazione_cultura
organizzazione studentesca - BB - studentessa;Societa_civilizzazione_cultura
circolo, gruppo (studenti) - BB - studentessa;Societa_civilizzazione_cultura
confraternita (studenti) - BB - studentessa;Societa_civilizzazione_cultura
iniziazione (studenti) - BB - studentessa;Societa_civilizzazione_cultura
festa (studenti) - BB - studentessa;Societa_civilizzazione_cultura
corteo studentesco - BB - studentessa;Societa_civilizzazione_cultura
studente itinerante, 'Bettelstudent' - BB - studentessa;Societa_civilizzazione_cultura
aspetti della scienza in generale;Societa_civilizzazione_cultura
"rappresentazioni simboliche, allegorie ed emblemi ~ scienza, 'Scientia'; 'Scienza', 'Studio' (Ripa)";Societa_civilizzazione_cultura
sapienza contro tentazione mondana;Societa_civilizzazione_cultura
sapiente che rinuncia al mondo, torre d'avorio;Societa_civilizzazione_cultura
"le arti liberali, 'Artes Liberales'; le Quattro Facoltà";Societa_civilizzazione_cultura
trivio (personificazioni della Grammatica, Dialectica e Rhetorica);Societa_civilizzazione_cultura
"'Grammatica' (~ trivio); 'Grammatica' (Ripa)";Societa_civilizzazione_cultura
"'Dialectica' (~ trivio); 'Dialettica' (Ripa)";Societa_civilizzazione_cultura
"'Rhetorica', 'Eloquentia' (~ trivio); 'Rettorica' (Ripa)";Societa_civilizzazione_cultura
quadrivio (personificazioni di Arithmetica, Geometria, Astronomia e Musica);Societa_civilizzazione_cultura
"'Arithmetica' (~ quadrivio); 'Aritmetica' (Ripa)";Societa_civilizzazione_cultura
"'Geometria' (~ quadrivio); 'Geometria' (Ripa)";Societa_civilizzazione_cultura
"'Astronomia' (~ quadrivio); 'Astronomia' (Ripa)";Societa_civilizzazione_cultura
"'Musica'(~ quadrivio); 'Musica' (Ripa)";Societa_civilizzazione_cultura
le arti liberali insieme ad altre discipline;Societa_civilizzazione_cultura
le arti liberali assieme alla Filosofia o alla Sapienza;Societa_civilizzazione_cultura
le arti liberali raffigurate in altro modo, p.es. per mezzo di emblemi, simboli;Societa_civilizzazione_cultura
'Artes Liberales' contro 'Artes Vulgares';Societa_civilizzazione_cultura
'Artes Vulgares';Societa_civilizzazione_cultura
le Quattro Facoltà (personificazioni);Societa_civilizzazione_cultura
Teologia (una delle facoltà);Societa_civilizzazione_cultura
Giurisprudenza (una delle facoltà);Societa_civilizzazione_cultura
Medicina (una delle facultà);Societa_civilizzazione_cultura
Filosofia (una delle facoltà);Societa_civilizzazione_cultura
le discipline classiche;Societa_civilizzazione_cultura
filosofia;Societa_civilizzazione_cultura
"'Philosophia'; 'Filosofia' (Ripa)";Societa_civilizzazione_cultura
'Philosophia' che discute con un filosofo;Societa_civilizzazione_cultura
discipline filosofiche;Societa_civilizzazione_cultura
"metafisica, 'Metaphysica'; 'Metafisica' (Ripa)";Societa_civilizzazione_cultura
"logica, 'Logica'; 'Logica' (Ripa)";Societa_civilizzazione_cultura
teoria della conoscenza;Societa_civilizzazione_cultura
caverna di Platone, 'antrum Platonicum';Societa_civilizzazione_cultura
estetica;Societa_civilizzazione_cultura
studioso, filosofo;Societa_civilizzazione_cultura
gruppo di studiosi o filosofi;Societa_civilizzazione_cultura
studioso nel suo studio;Societa_civilizzazione_cultura
associazione erudita, accademia delle scienze;Societa_civilizzazione_cultura
studioso itinerante;Societa_civilizzazione_cultura
dibattito, dialogo, disputa ~ studioso, filosofo;Societa_civilizzazione_cultura
disordine, confusione, interruzione di discussione filosofica;Societa_civilizzazione_cultura
matematica;Societa_civilizzazione_cultura
'Mathematica', 'Mathematica' (Ripa);Societa_civilizzazione_cultura
aritmetica;Societa_civilizzazione_cultura
numeri;Societa_civilizzazione_cultura
numeri (con CIFRA);Societa_civilizzazione_cultura
dieci ~ numeri (con CIFRA);Societa_civilizzazione_cultura
numeri: millenovantacinque (~ silenzio, Horapollo);Societa_civilizzazione_cultura
numeri: undici;Societa_civilizzazione_cultura
numeri: dodici;Societa_civilizzazione_cultura
numeri: tredici;Societa_civilizzazione_cultura
numeri: sedici;Societa_civilizzazione_cultura
numeri: due;Societa_civilizzazione_cultura
numeri: tre;Societa_civilizzazione_cultura
numeri: quattro;Societa_civilizzazione_cultura
numeri: cinque;Societa_civilizzazione_cultura
numeri: sei;Societa_civilizzazione_cultura
numeri: 666;Societa_civilizzazione_cultura
numeri: sette;Societa_civilizzazione_cultura
numeri: otto;Societa_civilizzazione_cultura
numeri: nove;Societa_civilizzazione_cultura
simbolismo dei numeri;Societa_civilizzazione_cultura
operazioni aritmetiche fondamentali;Societa_civilizzazione_cultura
addizione;Societa_civilizzazione_cultura
serie di Fibonacci (1, 2, 3, 5, 8, 13, 21, ...);Societa_civilizzazione_cultura
